"year","variable","units","scenario","source","version","value"
2022,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",2.86927
2023,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",2.82928
2024,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",2.89342
2025,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",2.96538
2026,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.01298
2027,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.06074
2028,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.10922
2029,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.15832
2030,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.20797
2031,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.25655
2032,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.30429
2033,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.35237
2034,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.40076
2035,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.44943
2036,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.49334
2037,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.53713
2038,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.58079
2039,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.62433
2040,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.66775
2041,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.71341
2042,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.75776
2043,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.80181
2044,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.84556
2045,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.88903
2046,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.93122
2047,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",3.97301
2048,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.01465
2049,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.05612
2050,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.09746
2051,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.13832
2052,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.17974
2053,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.22112
2054,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.26246
2055,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.30378
2056,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.34435
2057,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.38471
2058,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.42523
2059,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.4659
2060,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.50672
2061,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.54786
2062,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.58822
2063,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.62874
2064,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.66941
2065,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.71022
2066,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.75139
2067,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.79212
2068,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.83302
2069,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.87405
2070,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.91523
2071,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.957
2072,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",4.99836
2073,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.03992
2074,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.08165
2075,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.12356
2076,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.16568
2077,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.20762
2078,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.24968
2079,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.29185
2080,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.33415
2081,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.37764
2082,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.42078
2083,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.46394
2084,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.50711
2085,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.55029
2086,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.5931
2087,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.63569
2088,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.6784
2089,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.72123
2090,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.76417
2091,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.8076
2092,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.85076
2093,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.89397
2094,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.93723
2095,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",5.98054
2096,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",6.02457
2097,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",6.06844
2098,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",6.11238
2099,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",6.15639
2100,"RF_tot","W/m^2","GCAM_SSP3","GCAM","new",6.20047
1976,"gmst","degreesC","Reference","GCAM","new",0.250364
1977,"gmst","degreesC","Reference","GCAM","new",0.26748
1978,"gmst","degreesC","Reference","GCAM","new",0.286018
1979,"gmst","degreesC","Reference","GCAM","new",0.30239
1980,"gmst","degreesC","Reference","GCAM","new",0.316974
1981,"gmst","degreesC","Reference","GCAM","new",0.334318
1982,"gmst","degreesC","Reference","GCAM","new",0.340532
1983,"gmst","degreesC","Reference","GCAM","new",0.330981
1984,"gmst","degreesC","Reference","GCAM","new",0.345237
1985,"gmst","degreesC","Reference","GCAM","new",0.372372
1986,"gmst","degreesC","Reference","GCAM","new",0.399802
1987,"gmst","degreesC","Reference","GCAM","new",0.425167
1988,"gmst","degreesC","Reference","GCAM","new",0.451721
1989,"gmst","degreesC","Reference","GCAM","new",0.479713
1990,"gmst","degreesC","Reference","GCAM","new",0.504822
1991,"gmst","degreesC","Reference","GCAM","new",0.497839
1992,"gmst","degreesC","Reference","GCAM","new",0.44982
1993,"gmst","degreesC","Reference","GCAM","new",0.452769
1994,"gmst","degreesC","Reference","GCAM","new",0.4941
1995,"gmst","degreesC","Reference","GCAM","new",0.54603
1996,"gmst","degreesC","Reference","GCAM","new",0.594926
1997,"gmst","degreesC","Reference","GCAM","new",0.625305
1998,"gmst","degreesC","Reference","GCAM","new",0.652993
1999,"gmst","degreesC","Reference","GCAM","new",0.691028
2000,"gmst","degreesC","Reference","GCAM","new",0.728587
2001,"gmst","degreesC","Reference","GCAM","new",0.761129
2002,"gmst","degreesC","Reference","GCAM","new",0.782704
2003,"gmst","degreesC","Reference","GCAM","new",0.798228
2004,"gmst","degreesC","Reference","GCAM","new",0.81652
2005,"gmst","degreesC","Reference","GCAM","new",0.8311
2006,"gmst","degreesC","Reference","GCAM","new",0.84284
2007,"gmst","degreesC","Reference","GCAM","new",0.860222
2008,"gmst","degreesC","Reference","GCAM","new",0.883972
2009,"gmst","degreesC","Reference","GCAM","new",0.912824
2010,"gmst","degreesC","Reference","GCAM","new",0.941386
2011,"gmst","degreesC","Reference","GCAM","new",0.967158
2012,"gmst","degreesC","Reference","GCAM","new",0.991255
2013,"gmst","degreesC","Reference","GCAM","new",1.02276
2014,"gmst","degreesC","Reference","GCAM","new",1.05166
2015,"gmst","degreesC","Reference","GCAM","new",1.07952
2016,"gmst","degreesC","Reference","GCAM","new",1.11444
2017,"gmst","degreesC","Reference","GCAM","new",1.14658
2018,"gmst","degreesC","Reference","GCAM","new",1.17812
2019,"gmst","degreesC","Reference","GCAM","new",1.19972
2020,"gmst","degreesC","Reference","GCAM","new",1.23551
2021,"gmst","degreesC","Reference","GCAM","new",1.25547
2022,"gmst","degreesC","Reference","GCAM","new",1.29101
2023,"gmst","degreesC","Reference","GCAM","new",1.31876
2024,"gmst","degreesC","Reference","GCAM","new",1.34789
2025,"gmst","degreesC","Reference","GCAM","new",1.38056
2026,"gmst","degreesC","Reference","GCAM","new",1.41215
2027,"gmst","degreesC","Reference","GCAM","new",1.44239
2028,"gmst","degreesC","Reference","GCAM","new",1.47176
2029,"gmst","degreesC","Reference","GCAM","new",1.50058
2030,"gmst","degreesC","Reference","GCAM","new",1.52904
2031,"gmst","degreesC","Reference","GCAM","new",1.55704
2032,"gmst","degreesC","Reference","GCAM","new",1.58462
2033,"gmst","degreesC","Reference","GCAM","new",1.6119
2034,"gmst","degreesC","Reference","GCAM","new",1.63895
2035,"gmst","degreesC","Reference","GCAM","new",1.66583
2036,"gmst","degreesC","Reference","GCAM","new",1.69233
2037,"gmst","degreesC","Reference","GCAM","new",1.71852
2038,"gmst","degreesC","Reference","GCAM","new",1.74445
2039,"gmst","degreesC","Reference","GCAM","new",1.77016
2040,"gmst","degreesC","Reference","GCAM","new",1.79568
2041,"gmst","degreesC","Reference","GCAM","new",1.82118
2042,"gmst","degreesC","Reference","GCAM","new",1.84662
2043,"gmst","degreesC","Reference","GCAM","new",1.87197
2044,"gmst","degreesC","Reference","GCAM","new",1.89725
2045,"gmst","degreesC","Reference","GCAM","new",1.92244
2046,"gmst","degreesC","Reference","GCAM","new",1.94754
2047,"gmst","degreesC","Reference","GCAM","new",1.97257
2048,"gmst","degreesC","Reference","GCAM","new",1.99752
2049,"gmst","degreesC","Reference","GCAM","new",2.02242
2050,"gmst","degreesC","Reference","GCAM","new",2.04728
2051,"gmst","degreesC","Reference","GCAM","new",2.07199
2052,"gmst","degreesC","Reference","GCAM","new",2.09668
2053,"gmst","degreesC","Reference","GCAM","new",2.12135
2054,"gmst","degreesC","Reference","GCAM","new",2.14603
2055,"gmst","degreesC","Reference","GCAM","new",2.17071
2056,"gmst","degreesC","Reference","GCAM","new",2.19531
2057,"gmst","degreesC","Reference","GCAM","new",2.21986
2058,"gmst","degreesC","Reference","GCAM","new",2.24438
2059,"gmst","degreesC","Reference","GCAM","new",2.26892
2060,"gmst","degreesC","Reference","GCAM","new",2.29349
2061,"gmst","degreesC","Reference","GCAM","new",2.31807
2062,"gmst","degreesC","Reference","GCAM","new",2.34262
2063,"gmst","degreesC","Reference","GCAM","new",2.36717
2064,"gmst","degreesC","Reference","GCAM","new",2.39173
2065,"gmst","degreesC","Reference","GCAM","new",2.41635
2066,"gmst","degreesC","Reference","GCAM","new",2.441
2067,"gmst","degreesC","Reference","GCAM","new",2.46566
2068,"gmst","degreesC","Reference","GCAM","new",2.49034
2069,"gmst","degreesC","Reference","GCAM","new",2.51506
2070,"gmst","degreesC","Reference","GCAM","new",2.53983
2071,"gmst","degreesC","Reference","GCAM","new",2.56466
2072,"gmst","degreesC","Reference","GCAM","new",2.58952
2073,"gmst","degreesC","Reference","GCAM","new",2.61443
2074,"gmst","degreesC","Reference","GCAM","new",2.6394
2075,"gmst","degreesC","Reference","GCAM","new",2.66443
2076,"gmst","degreesC","Reference","GCAM","new",2.68954
2077,"gmst","degreesC","Reference","GCAM","new",2.7147
2078,"gmst","degreesC","Reference","GCAM","new",2.73991
2079,"gmst","degreesC","Reference","GCAM","new",2.76515
2080,"gmst","degreesC","Reference","GCAM","new",2.79044
2081,"gmst","degreesC","Reference","GCAM","new",2.81588
2082,"gmst","degreesC","Reference","GCAM","new",2.8414
2083,"gmst","degreesC","Reference","GCAM","new",2.86696
2084,"gmst","degreesC","Reference","GCAM","new",2.89256
2085,"gmst","degreesC","Reference","GCAM","new",2.91818
2086,"gmst","degreesC","Reference","GCAM","new",2.94378
2087,"gmst","degreesC","Reference","GCAM","new",2.96931
2088,"gmst","degreesC","Reference","GCAM","new",2.99478
2089,"gmst","degreesC","Reference","GCAM","new",3.02021
2090,"gmst","degreesC","Reference","GCAM","new",3.04562
2091,"gmst","degreesC","Reference","GCAM","new",3.07103
2092,"gmst","degreesC","Reference","GCAM","new",3.09641
2093,"gmst","degreesC","Reference","GCAM","new",3.12174
2094,"gmst","degreesC","Reference","GCAM","new",3.14704
2095,"gmst","degreesC","Reference","GCAM","new",3.17232
2096,"gmst","degreesC","Reference","GCAM","new",3.19762
2097,"gmst","degreesC","Reference","GCAM","new",3.2229
2098,"gmst","degreesC","Reference","GCAM","new",3.24816
2099,"gmst","degreesC","Reference","GCAM","new",3.27339
2100,"gmst","degreesC","Reference","GCAM","new",3.2986
1976,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.250364
1977,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.26748
1978,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.286018
1979,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.30239
1980,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.316974
1981,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.334318
1982,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.340532
1983,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.330981
1984,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.345237
1985,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.372372
1986,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.399802
1987,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.425167
1988,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.451721
1989,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.479713
1990,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.504822
1991,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.497839
1992,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.44982
1993,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.452769
1994,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.4941
1995,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.54603
1996,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.594926
1997,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.625305
1998,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.652993
1999,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.691028
2000,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.728587
2001,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.761129
2002,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.782704
2003,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.798228
2004,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.81652
2005,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.8311
2006,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.84284
2007,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.860222
2008,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.883972
2009,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.912824
2010,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.941386
2011,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.967158
2012,"gmst","degreesC","GCAM_SSP4","GCAM","new",0.991255
2013,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.02276
2014,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.05166
2015,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.07952
2016,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.11444
2017,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.14658
2018,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.17812
2019,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.19972
2020,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.23551
2021,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.25547
2022,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.29101
2023,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.31876
2024,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.3466
2025,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.37678
2026,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.40644
2027,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.43541
2028,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.46399
2029,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.49235
2030,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.52062
2031,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.54885
2032,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.577
2033,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.60508
2034,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.63313
2035,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.66115
2036,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.68863
2037,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.71569
2038,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.74244
2039,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.76893
2040,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.79521
2041,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.82149
2042,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.84772
2043,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.87386
2044,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.8999
2045,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.92583
2046,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.9516
2047,"gmst","degreesC","GCAM_SSP4","GCAM","new",1.97721
2048,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.00269
2049,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.02804
2050,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.05327
2051,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.07823
2052,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.10307
2053,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.12781
2054,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.15247
2055,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.17706
2056,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.20153
2057,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.22589
2058,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.25018
2059,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.27442
2060,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.29862
2061,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.32282
2062,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.34694
2063,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.37101
2064,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.39504
2065,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.41905
2066,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.44309
2067,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.4671
2068,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.4911
2069,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.51511
2070,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.53912
2071,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.56318
2072,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.58723
2073,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.61129
2074,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.63536
2075,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.65948
2076,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.68363
2077,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.70779
2078,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.73197
2079,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.75615
2080,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.78035
2081,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.80462
2082,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.82889
2083,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.85316
2084,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.87744
2085,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.90173
2086,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.92599
2087,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.95018
2088,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.97434
2089,"gmst","degreesC","GCAM_SSP4","GCAM","new",2.99848
2090,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.02264
2091,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.04681
2092,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.07096
2093,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.09511
2094,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.11927
2095,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.14345
2096,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.16769
2097,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.19196
2098,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.21626
2099,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.24061
2100,"gmst","degreesC","GCAM_SSP4","GCAM","new",3.265
1976,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.250364
1977,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.26748
1978,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.286018
1979,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.30239
1980,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.316974
1981,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.334318
1982,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.340532
1983,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.330981
1984,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.345237
1985,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.372372
1986,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.399802
1987,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.425167
1988,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.451721
1989,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.479713
1990,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.504822
1991,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.497839
1992,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.44982
1993,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.452769
1994,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.4941
1995,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.54603
1996,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.594926
1997,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.625305
1998,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.652993
1999,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.691028
2000,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.728587
2001,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.761129
2002,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.782704
2003,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.798228
2004,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.81652
2005,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.8311
2006,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.84284
2007,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.860222
2008,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.883972
2009,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.912824
2010,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.941386
2011,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.967158
2012,"gmst","degreesC","GCAM_SSP5","GCAM","new",0.991255
2013,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.02276
2014,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.05166
2015,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.07952
2016,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.11444
2017,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.14658
2018,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.17812
2019,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.19972
2020,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.23551
2021,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.25547
2022,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.29101
2023,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.31876
2024,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.34984
2025,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.38613
2026,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.42108
2027,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.45435
2028,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.48663
2029,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.51832
2030,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.54969
2031,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.58024
2032,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.61021
2033,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.63982
2034,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.66922
2035,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.6985
2036,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.72747
2037,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.75634
2038,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.78519
2039,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.81408
2040,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.84303
2041,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.87253
2042,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.90251
2043,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.93289
2044,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.96362
2045,"gmst","degreesC","GCAM_SSP5","GCAM","new",1.99466
2046,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.02613
2047,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.05795
2048,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.09009
2049,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.12254
2050,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.15528
2051,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.18776
2052,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.22008
2053,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.25234
2054,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.28461
2055,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.31693
2056,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.34938
2057,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.38195
2058,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.41466
2059,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.44752
2060,"gmst","degreesC","GCAM_SSP5","GCAM","new",2.48055
